Itemset: [257], Utility: 3726.00
Itemset: [1310], Utility: 37921.00
Itemset: [1251], Utility: 39505.00
Itemset: [1251 1417], Utility: 3275.00
Itemset: [1251 1168], Utility: 3186.00
Itemset: [717], Utility: 38135.00
Itemset: [940], Utility: 29070.00
Itemset: [1420], Utility: 17675.00
Itemset: [1257], Utility: 21412.00
Itemset: [141], Utility: 36936.00
Itemset: [997], Utility: 33041.00
Itemset: [997 481], Utility: 3112.00
Itemset: [1340], Utility: 25730.00
Itemset: [231], Utility: 31076.00
Itemset: [1047], Utility: 34002.00
Itemset: [1370], Utility: 24690.00
Itemset: [801], Utility: 27953.00
Itemset: [844], Utility: 32463.00
Itemset: [781], Utility: 35608.00
Itemset: [344], Utility: 25550.00
Itemset: [344 261], Utility: 3347.00
Itemset: [331], Utility: 27327.00
Itemset: [331 880], Utility: 4613.00
Itemset: [1004], Utility: 29417.00
Itemset: [671], Utility: 31020.00
Itemset: [777], Utility: 37302.00
Itemset: [111], Utility: 35730.00
Itemset: [1161], Utility: 41315.00
Itemset: [907], Utility: 33218.00
Itemset: [544], Utility: 31404.00
Itemset: [814], Utility: 19242.00
Itemset: [1424], Utility: 38986.00
Itemset: [1107], Utility: 26223.00
Itemset: [351], Utility: 32108.00
Itemset: [1297], Utility: 19428.00
Itemset: [1104], Utility: 26348.00
Itemset: [1427], Utility: 32805.00
Itemset: [1427 335], Utility: 3044.00
Itemset: [834], Utility: 30635.00
Itemset: [1454], Utility: 39058.00
Itemset: [341], Utility: 29463.00
Itemset: [924], Utility: 31200.00
Itemset: [1184], Utility: 27955.00
Itemset: [1447], Utility: 30765.00
Itemset: [1150], Utility: 30884.00
Itemset: [1360], Utility: 25189.00
Itemset: [751], Utility: 24619.00
Itemset: [711], Utility: 30454.00
Itemset: [1204], Utility: 25412.00
Itemset: [754], Utility: 27671.00
Itemset: [914], Utility: 28273.00
Itemset: [1377], Utility: 29522.00
Itemset: [847], Utility: 37314.00
Itemset: [847 298], Utility: 3164.00
Itemset: [1324], Utility: 38450.00
Itemset: [1390], Utility: 20036.00
Itemset: [1500], Utility: 25088.00
Itemset: [1290], Utility: 33281.00
Itemset: [1367], Utility: 35796.00
Itemset: [1327], Utility: 35692.00
Itemset: [1237], Utility: 29529.00
Itemset: [221], Utility: 34276.00
Itemset: [1450], Utility: 29851.00
Itemset: [714], Utility: 30074.00
Itemset: [714 481], Utility: 3127.00
Itemset: [1197], Utility: 32912.00
Itemset: [964], Utility: 23942.00
Itemset: [964 1380], Utility: 3046.00
Itemset: [791], Utility: 24405.00
Itemset: [521], Utility: 35427.00
Itemset: [1284], Utility: 26755.00
Itemset: [1091], Utility: 39816.00
Itemset: [261], Utility: 38167.00
Itemset: [481], Utility: 30143.00
Itemset: [1467], Utility: 42927.00
Itemset: [731], Utility: 40743.00
Itemset: [1357], Utility: 30566.00
Itemset: [1417], Utility: 39182.00
Itemset: [274], Utility: 45638.00
Itemset: [1024], Utility: 41428.00
Itemset: [421], Utility: 34446.00
Itemset: [1440], Utility: 30057.00
Itemset: [941], Utility: 43535.00
Itemset: [394], Utility: 34825.00
Itemset: [1540], Utility: 35687.00
Itemset: [1180], Utility: 40914.00
Itemset: [937], Utility: 40225.00
Itemset: [1387], Utility: 37064.00
Itemset: [880], Utility: 39113.00
Itemset: [884], Utility: 31518.00
Itemset: [1380], Utility: 46121.00
Itemset: [1155], Utility: 3012.00
Itemset: [1125], Utility: 4961.00
Itemset: [592], Utility: 3060.00
Itemset: [742], Utility: 4121.00
Itemset: [1105], Utility: 4019.00
Itemset: [1115], Utility: 3033.00
Itemset: [1088], Utility: 3705.00
Itemset: [1412], Utility: 3085.00
Itemset: [972], Utility: 4497.00
Itemset: [1272], Utility: 3473.00
Itemset: [1068], Utility: 5320.00
Itemset: [1012], Utility: 5260.00
Itemset: [1395], Utility: 7625.00
Itemset: [1172], Utility: 3525.00
Itemset: [882], Utility: 4117.00
Itemset: [1538], Utility: 5857.00
Itemset: [1028], Utility: 3400.00
Itemset: [835], Utility: 4392.00
Itemset: [768], Utility: 3937.00
Itemset: [1278], Utility: 4945.00
Itemset: [1168], Utility: 4726.00
Itemset: [825], Utility: 3083.00
Itemset: [222], Utility: 3157.00
Itemset: [612], Utility: 3168.00
Itemset: [58], Utility: 3018.00
Itemset: [915], Utility: 10429.00
Itemset: [292], Utility: 3292.00
Itemset: [555], Utility: 3045.00
Itemset: [758], Utility: 3300.00
Itemset: [1428], Utility: 4072.00
Itemset: [302], Utility: 3681.00
Itemset: [232], Utility: 5960.00
Itemset: [525], Utility: 3413.00
Itemset: [988], Utility: 7098.00
Itemset: [238], Utility: 3948.00
Itemset: [295], Utility: 4579.00
Itemset: [155], Utility: 5494.00
Itemset: [435], Utility: 4496.00
Itemset: [265], Utility: 3032.00
Itemset: [418], Utility: 3375.00
Itemset: [175], Utility: 6423.00

Thời gian chạy thuật toán: 43.009238 giây
Bộ nhớ sử dụng: 14691 KB
